3780351 ; 2.34
3780352 ; 4.34
3780354 ; 7.39
3780355 ; 3.5
3780356 ; 2.44
3780358 ; 1.49
3780359 ; 1.18
3780360 ; 1.0
3780361 ; 1.64
3780362 ; 6.65
3780363 ; 1.34
3780364 ; 3.06
3780365 ; 21.78
3780367 ; 1.78
3780368 ; 1.31
3780369 ; 1.0
3780370 ; 1.75
3780371 ; 1.0
3780372 ; 1.24
3780373 ; 3.64
3780374 ; 21.73
3780376 ; 1.67
3780377 ; 2.7
3780378 ; 2.88
3780379 ; 2.28
3780380 ; 1.2
3780381 ; 1.03
3780382 ; 1.0
3780384 ; 3.33
3780385 ; 1.22
3780387 ; 5.58
3780389 ; 2.47
3780390 ; 1.11
3780391 ; 10.71
3780392 ; 1.01
3780393 ; 3.37
3780394 ; 1.77
3780395 ; 4.88
3780398 ; 2.49
3780400 ; 1.0
3780401 ; 3.66
3780402 ; 2.91
3780403 ; 1.63
3780404 ; 1.86
3780405 ; 2.7
3780406 ; 1.44
3780407 ; 1.01
3780408 ; 1.05
3780409 ; 1.91
3780410 ; 2.35
3780411 ; 1.22
3780412 ; 1.0
3780416 ; 1.95
3780417 ; 1.01
3780418 ; 1.52
3780420 ; 1.02
3780421 ; 2.6
3780422 ; 1.23
3780423 ; 4.66
3780424 ; 1.69
3780425 ; 24.89
3780426 ; 1.1
3780427 ; 1.0
3780428 ; 13.49
3780429 ; 2.39
3780430 ; 1.55
3780431 ; 2.78
3780432 ; 1.01
3780433 ; 1.2
3780434 ; 1.27
3780435 ; 1.02
3780436 ; 2.47
3780437 ; 1.0
3780438 ; 1.25
3780439 ; 1.0
3780440 ; 13.39
3780441 ; 1.49
3780442 ; 1.15
3780443 ; 1.91
3780444 ; 2.52
3780445 ; 1.0
3780446 ; 1.43
3780447 ; 3.04
3780448 ; 4.97
3780449 ; 1.43
3780450 ; 2.29
3780451 ; 6.73
3780453 ; 1.62
3780454 ; 2.81
3780455 ; 1.0
3780456 ; 3.13
3780458 ; 3.79
3780459 ; 8.08
3780460 ; 1.25
3780461 ; 4.9
3780462 ; 1.44
3780463 ; 1.0
3780464 ; 3.55
3780465 ; 2.56
3780466 ; 1.62
3780469 ; 3.0
3780470 ; 1.0
3780471 ; 1.98
3780472 ; 2.38
3780473 ; 4.76
3780474 ; 1.73
3780475 ; 1.41
3780476 ; 3.06
3780477 ; 1.65
3780478 ; 1.11
3780479 ; 6.6
3780480 ; 2.72
3780481 ; 4.71
3780482 ; 2.66
3780483 ; 1.57
3780484 ; 1.07
3780485 ; 4.46
3780486 ; 21.22
3780487 ; 3.63
3780488 ; 3.49
3780489 ; 1.52
3780491 ; 5.5
3780492 ; 1.43
3780493 ; 1.35
3780494 ; 2.85
3780495 ; 1.69
3780496 ; 1.35
3780497 ; 1.85
3780498 ; 2.96
3780499 ; 1.53
3780500 ; 1.32
3780501 ; 5.23
3780502 ; 3.23
3780503 ; 1.54
3780504 ; 1.57
3780505 ; 1.66
3780506 ; 4.88
3780508 ; 1.0
3780509 ; 1.38
3780511 ; 1.0
3780513 ; 1.39
3780514 ; 2.24
3780516 ; 8.64
3780517 ; 1.01
3780518 ; 3.12
3780519 ; 2.54
3780520 ; 1.0
3780521 ; 1.03
3780522 ; 10.71
3780524 ; 1.42
3780525 ; 2.68
3780526 ; 1.55
3780527 ; 3.14
3780528 ; 3.31
3780529 ; 1.02
3780530 ; 1.09
3780531 ; 1.25
3780532 ; 2.88
3780533 ; 1.14
3780534 ; 1.33
3780535 ; 3.1
3780536 ; 2.5
3780537 ; 1.07
3780538 ; 37.7
3780539 ; 4.43
3780540 ; 1.3
3780541 ; 26.03
3780542 ; 6.83
3780543 ; 1.01
3780545 ; 2.79
3780546 ; 1.61
3780547 ; 1.97
3780549 ; 1.27
3780550 ; 1.56
3780551 ; 3.44
3780553 ; 2.81
3780554 ; 5.75
3780555 ; 1.15
3780556 ; 1.66
3780557 ; 28.79
3780558 ; 2.76
3780559 ; 1.09
3780561 ; 2.57
3780563 ; 2.43
3780731 ; 2.97
3780732 ; 7.38
3780734 ; 1.0
3780736 ; 1.35
3780738 ; 5.05
3780739 ; 2.9
3780740 ; 1.33
3780794 ; 12.25
3780795 ; 3.13
3780796 ; 10.03
3780797 ; 1.0
3780798 ; 1.09
3780799 ; 1.17
3780800 ; 15.1
3780801 ; 1.11
3780802 ; 1.02
3780803 ; 2.12
3780804 ; 7.92
3780805 ; 1.0
3780806 ; 2.5
3780807 ; 1.18
3780808 ; 2.05
3780809 ; 5.52
3780810 ; 1.1
3780811 ; 5.74
3780812 ; 5.77
3780813 ; 2.46
3780814 ; 14.91
3780815 ; 4.49
3780816 ; 2.45
3780817 ; 11.8
3780818 ; 8.52
3780819 ; 19.81
3780820 ; 2.32
3780821 ; 33.36
3780822 ; 3.29
3780823 ; 1.22
3780824 ; 2.08
3780825 ; 1.15
3780826 ; 1.2
3780827 ; 1.0
3780828 ; 124.54
3780829 ; 3.21
3780830 ; 2.79
3780832 ; 1.21
3780834 ; 2.39
3780835 ; 2.47
3780836 ; 1.64
3780837 ; 1.02
3780838 ; 1.56
3780839 ; 2.76
3780840 ; 1.57
3780841 ; 14.43
3780842 ; 1.0
3780843 ; 1.21
3780844 ; 2.06
3780845 ; 4.83
3780846 ; 1.72
3780847 ; 1.91
3780848 ; 3.24
3780849 ; 3.14
3780850 ; 2.88
3780851 ; 6.05
3780853 ; 1.22
3780854 ; 1.07
3780855 ; 2.73
3780856 ; 1.73
3780857 ; 1.56
3780858 ; 5.15
3780859 ; 3.02
3780860 ; 33.79
3780862 ; 1.32
3780863 ; 5.35
3780864 ; 3.3
3780865 ; 5.62
3780866 ; 2.95
3780867 ; 1.35
3780868 ; 2.12
3780869 ; 2.95
3780871 ; 9.23
3780872 ; 1.5
3780873 ; 1.03
3780874 ; 1.97
3780875 ; 2.2
3780877 ; 10.02
3780878 ; 1.32
3780879 ; 2.22
3780880 ; 1.93
3780881 ; 3.91
3780882 ; 1.25
3780883 ; 3.73
3780884 ; 1.28
3780885 ; 2.5
3780886 ; 2.03
3780887 ; 1.0
3780888 ; 2.53
3780889 ; 1.54
3780891 ; 1.0
3780892 ; 1.59
3780893 ; 1.4
3780894 ; 1.09
3780896 ; 1.18
3780897 ; 1.0
3780898 ; 1.39
3780899 ; 2.4
3780900 ; 1.27
3780901 ; 1.0
3780903 ; 1.68
3780904 ; 1.69
3780906 ; 1.0
3780909 ; 1.27
3780910 ; 2.95
3780911 ; 1.24
3780912 ; 27.51
3780914 ; 2.48
3780917 ; 7.34
3780918 ; 1.86
3780919 ; 1.31
3780920 ; 3.18
3780921 ; 3.89
3780922 ; 1.0
3780923 ; 1.73
3780924 ; 58.92
3780925 ; 5.55
3780926 ; 1.0
3780927 ; 1.15
3780928 ; 4.51
3780930 ; 1.17
3780931 ; 1.8
3780932 ; 1.0
3780933 ; 13.69
3780934 ; 1.32
3780935 ; 2.7
3780937 ; 2.16
3780938 ; 2.28
3780939 ; 1.3
3780940 ; 1.84
3780942 ; 1.0
3780943 ; 1.04
3780944 ; 2.79
3780945 ; 2.42
3780946 ; 15.42
3780947 ; 1.36
3780949 ; 3.15
3780950 ; 1.03
3780951 ; 2.38
3780952 ; 1.0
3780953 ; 22.45
3780954 ; 1.86
3780955 ; 1.06
3780956 ; 1.0
3780957 ; 1.15
3780958 ; 3.85
3780959 ; 1.62
3780960 ; 11.55
3780961 ; 11.83
3780962 ; 6.31
3780963 ; 1.0
3780964 ; 1.36
3780965 ; 1.0
3780966 ; 1.1
3780967 ; 1.03
3780968 ; 2.82
3780969 ; 1.51
3780970 ; 1.0
3780971 ; 1.15
3780972 ; 3.23
3780973 ; 2.45
3780974 ; 1.66
3780975 ; 6.16
3780976 ; 1.38
3780978 ; 2.11
3780979 ; 1.05
3780980 ; 2.47
3780981 ; 2.21
3780982 ; 1.24
3780983 ; 1.75
3780984 ; 4.03
3780985 ; 2.23
3780987 ; 24.89
3780988 ; 1.09
3780990 ; 1.63
3780991 ; 4.45
3780992 ; 17.01
3780993 ; 1.01
3780994 ; 10.56
3780995 ; 103.44
3780996 ; 2.66
3780998 ; 2.14
3780999 ; 1.01
3781000 ; 136.96
3781001 ; 1.22
3781002 ; 33.79
3781003 ; 1.84
3781004 ; 2.85
3781005 ; 1.56
3781006 ; 1.0
3781007 ; 1.11
3781008 ; 1.44
3781009 ; 3.61
3781010 ; 1.79
3781011 ; 2.7
3781012 ; 1.13
3781013 ; 1.37
3781014 ; 2.25
3781015 ; 11.32
3781016 ; 3.71
3781018 ; 2.64
3781019 ; 1.0
3781021 ; 1.83
3781022 ; 1.58
3781023 ; 1.47
3781024 ; 1.0
3781025 ; 1.07
3781026 ; 1.01
3781027 ; 2.15
3781028 ; 2.33
3781029 ; 1.04
3781030 ; 1.67
3781032 ; 1.0
3781033 ; 8.46
3781035 ; 1.5
3781037 ; 137.53
3781038 ; 2.76
3781039 ; 1.56
3781041 ; 1.85
3781043 ; 1.4
3781044 ; 12.83
3781045 ; 1.53
3781046 ; 1.0
3781048 ; 1.45
3781049 ; 2.11
3781050 ; 1.82
3781051 ; 5.03
3781052 ; 1.66
3781053 ; 2.1
3781054 ; 2.34
3781055 ; 2.66
3781056 ; 1.11
3781058 ; 1.61
3781059 ; 15.81
3781060 ; 1.17
3781061 ; 4.26
3781062 ; 1.0
3781065 ; 1.4
3781066 ; 1.19
3781067 ; 3.99
3781068 ; 2.4
3781069 ; 2.42
3781070 ; 5.91
3781071 ; 2.04
3781073 ; 1.65
3781074 ; 1.08
3781075 ; 1.33
3781076 ; 1.35
3781077 ; 2.38
3781078 ; 4.77
3781079 ; 2.37
3781080 ; 1.83
3781081 ; 7.63
3781082 ; 1.15
3781083 ; 2.56
3781084 ; 2.2
3781085 ; 1.22
3781086 ; 6.46
3781087 ; 1.53
3781088 ; 3.16
3781089 ; 1.65
3781090 ; 3.19
3781091 ; 2.58
3781092 ; 1.83
3781093 ; 1.16
3781094 ; 18.24
3781096 ; 1.41
3781097 ; 2.47
3781098 ; 1.39
3781099 ; 3.79
3781100 ; 2.04
3781101 ; 6.34
3781102 ; 1.5
3781103 ; 1.23
3781104 ; 1.37
3781105 ; 1.06
3781106 ; 2.25
3781109 ; 1.52
3781110 ; 3.56
3781113 ; 1.59
3781114 ; 1.63
3781115 ; 1.28
3781116 ; 1.15
3781117 ; 4.18
3781118 ; 1.15
3781119 ; 1.89
3781120 ; 1.38
3781121 ; 134.21
3781122 ; 5.65
3781124 ; 1.26
3781125 ; 1.54
3781126 ; 1.32
3781127 ; 7.21
3781128 ; 1.34
3781129 ; 4.61
3781130 ; 5.27
3781131 ; 1.0
3781132 ; 3.26
3781133 ; 1.84
3781134 ; 4.27
3781135 ; 3.62
3781136 ; 2.18
3781137 ; 1.44
3781138 ; 1.18
3781140 ; 1.21
3781141 ; 1.25
3781142 ; 2.04
3781143 ; 2.33
3781144 ; 1.3
3781145 ; 1.49
3781146 ; 3.42
3781147 ; 1.0
3781148 ; 1.53
3781149 ; 2.25
3781150 ; 1.98
3781151 ; 3.77
3781152 ; 2.3
3781153 ; 1.22
3781154 ; 2.16
3781157 ; 1.06
3781158 ; 1.42
3781159 ; 1.02
3781160 ; 2.72
3781161 ; 1.9
3781162 ; 1.29
3781163 ; 3.33
3781164 ; 1.28
3781165 ; 1.0
3781168 ; 1.77
3781169 ; 2.56
3781171 ; 1.69
3781172 ; 30.85
3781173 ; 2.59
3781174 ; 1.87
3781175 ; 1.71
3781176 ; 1.04
3781177 ; 1.85
3781178 ; 12.58
3781179 ; 6.26
3781180 ; 1.31
3781181 ; 2.05
3781182 ; 74.79
3781183 ; 1.21
3781184 ; 1.43
3781185 ; 3.5
3781186 ; 1.0
3781187 ; 1.32
3781188 ; 15.17
3781189 ; 1.22
3781190 ; 1.0
3781191 ; 1.9
3781193 ; 184.04
3781195 ; 15.93
3781196 ; 1.35
3781197 ; 185.35
3781198 ; 1.06
3781199 ; 1.35
3781201 ; 2.72
3781202 ; 10.99
3781203 ; 5.44
3781204 ; 2.02
3781205 ; 3.5
3781206 ; 8.99
3781207 ; 1.68
3781208 ; 4.15
3781209 ; 1.19
3781210 ; 2.56
3781211 ; 2.44
3781212 ; 1.18
3781213 ; 2.4
3781214 ; 1.63
3781215 ; 23.26
3781216 ; 2.59
3781217 ; 3.4
3781219 ; 1.01
3781220 ; 1.0
3781221 ; 1.2
3781223 ; 1.7
3781224 ; 2.58
3781225 ; 3.62
3781226 ; 4.23
3781227 ; 2.18
3781230 ; 1.9
3781231 ; 12.86
3781232 ; 1.33
3781233 ; 2.02
3781234 ; 3.85
3781235 ; 55.41
3781236 ; 1.0
3781238 ; 8.88
3781240 ; 1.0
3781243 ; 6.22
3781244 ; 1.61
3781245 ; 1.0
3781246 ; 2.22
3781247 ; 1.0
3781248 ; 1.01
3781249 ; 39.92
3781250 ; 2.91
3781251 ; 1.0
3781252 ; 1.91
3781253 ; 1.63
3781254 ; 1.0
3781255 ; 1.2
3781256 ; 1.44
3781257 ; 5.31
3781258 ; 3.38
3781259 ; 1.42
3781260 ; 3.02
3781261 ; 1.31
3781262 ; 1.16
3781263 ; 1.25
3781264 ; 1.69
3781265 ; 1.21
3781266 ; 1.67
3781268 ; 3.65
3781269 ; 1.0
3781270 ; 5.1
3781272 ; 1.05
3781273 ; 4.18
3781274 ; 2.38
3781275 ; 1.18
3781276 ; 1.0
3781277 ; 2.47
3781278 ; 2.06
3781279 ; 2.15
3781280 ; 14.76
3781282 ; 2.02
3781283 ; 4.48
3781284 ; 2.71
3781286 ; 4.59
3781287 ; 1.14
3781288 ; 1.0
3781289 ; 2.64
3781290 ; 3.78
3781291 ; 4.01
3781292 ; 1.0
3781293 ; 2.57
3781294 ; 3.12
3781297 ; 7.92
3781298 ; 1.18
3781299 ; 1.73
3781300 ; 1.0
3781301 ; 6.51
3781302 ; 1.55
3781303 ; 1.43
3781304 ; 2.74
3781305 ; 2.02
3781306 ; 1.39
3781307 ; 2.52
3781308 ; 1.74
3781309 ; 4.88
3781311 ; 1.78
3781312 ; 3.84
3781313 ; 1.0
3781314 ; 3.49
3781315 ; 1.09
3781316 ; 2.85
3781317 ; 1.0
3781318 ; 1.05
3781319 ; 2.74
3781320 ; 2.15
3781321 ; 2.65
3781323 ; 2.8
3781324 ; 3.75
3781325 ; 1.65
3781326 ; 2.39
3781327 ; 1.54
3781328 ; 1.19
3781329 ; 3.21
3781330 ; 7.52
3781331 ; 1.0
3781332 ; 1.1
3781333 ; 1.02
3781334 ; 1.18
3781335 ; 1.75
3781336 ; 2.48
3781339 ; 89.51
3781341 ; 1.35
3781342 ; 1.17
3781343 ; 1.94
3781344 ; 1.89
3781345 ; 1.2
3781346 ; 1.21
3781347 ; 2.76
3781348 ; 3.12
3781349 ; 9.98
3781350 ; 1.79
3781351 ; 1.42
3781354 ; 1.0
3781355 ; 3.95
3781356 ; 1.64
3781359 ; 1.23
3781360 ; 6.82
3781361 ; 1.0
3781362 ; 10.64
3781363 ; 2.67
3781364 ; 2.59
3781365 ; 1.03
3781366 ; 1.11
3781367 ; 1.36
3781368 ; 1.0
3781369 ; 1.87
3781370 ; 1.07
3781371 ; 194.39
3781372 ; 1.83
3781373 ; 1.13
3781374 ; 1.14
3781375 ; 1.21
3781376 ; 7.51
3781377 ; 1.86
3781378 ; 1.3
3781379 ; 8.41
3781380 ; 1.0
3781381 ; 1.56
3781382 ; 2.01
3781383 ; 2.23
3781384 ; 1.07
3781386 ; 1.12
3781387 ; 1.8
3781388 ; 4.34
3781389 ; 1.16
3781390 ; 2.33
3781391 ; 2.18
3781392 ; 1.27
3781393 ; 1.0
3781394 ; 1.19
3781395 ; 7.27
3781397 ; 3.22
3781398 ; 1.0
3781399 ; 1.06
3781400 ; 1.0
3781402 ; 17.74
3781403 ; 1.0
3781404 ; 1.04
3781405 ; 1.11
3781406 ; 1.0
3781408 ; 1.06
3781409 ; 1.35
3781410 ; 4.91
3781411 ; 4.69
3781412 ; 18.73
3781413 ; 4.02
3781414 ; 1.97
3781415 ; 1.65
3781416 ; 1.0
3781417 ; 3.15
3781418 ; 9.28
3781419 ; 1.11
3781422 ; 12.41
3781423 ; 1.0
3781424 ; 1.55
3781426 ; 1.99
3781427 ; 2.37
3781428 ; 3.42
3781429 ; 1.69
3781430 ; 1.01
3781431 ; 1.1
3781432 ; 1.0
3781433 ; 1.01
3781434 ; 70.09
3781435 ; 2.04
3781436 ; 1.0
3781437 ; 1.11
3781438 ; 1.14
3781439 ; 2.94
3781440 ; 7.04
3781441 ; 1.14
3781442 ; 1.46
3781443 ; 1.0
3781444 ; 3.54
3781445 ; 1.5
3781446 ; 1.19
3781447 ; 2.53
3781448 ; 50.11
3781449 ; 1.17
3781450 ; 1.0
3781451 ; 1.04
3781453 ; 2.68
3781454 ; 1.03
3781456 ; 9.04
3781457 ; 1.58
3781458 ; 1.0
3781461 ; 1.22
3781462 ; 1.41
3781463 ; 1.05
3781464 ; 1.14
3781466 ; 1.0
3781467 ; 1.38
3781468 ; 1.31
3781469 ; 1.21
3781470 ; 14.07
3781471 ; 1.54
3781473 ; 5.1
3781475 ; 1.41
3781476 ; 1.37
3781477 ; 6.74
3781479 ; 4.73
3781480 ; 2.73
3781481 ; 2.98
3781483 ; 1.03
3781484 ; 2.21
3781485 ; 1.15
3781486 ; 1.98
3781487 ; 1.12
3781488 ; 1.02
3781489 ; 1.73
3781490 ; 1.0
3781492 ; 1.48
3781495 ; 2.0
3781496 ; 2.59
3781497 ; 2.85
3781498 ; 1.49
3781499 ; 1.0
3781500 ; 2.35
3781501 ; 1.0
3781503 ; 1.61
3781504 ; 1.0
3781505 ; 1.08
3781506 ; 4.11
3781507 ; 11.81
3781508 ; 1.48
3781509 ; 1.0
3781511 ; 3.32
3781512 ; 1.0
3781514 ; 2.49
3781515 ; 2.58
3781516 ; 1.31
3781518 ; 1.29
3781519 ; 1.1
3781520 ; 2.53
3781521 ; 3.12
3781522 ; 2.79
3781523 ; 1.0
3781524 ; 1.87
3781525 ; 1.86
3781526 ; 1.0
3781527 ; 1.3
3781528 ; 1.86
